id,subject,prompt,A,B,C,D,E,answer,prompt_ko,A_ko,B_ko,C_ko,D_ko,E_ko
909,us_history,U.S. forces in Vietnam used Agent Orange primarily to,counteract the effects of poisons used by the Vietcong.,camouflage movement in the jungle.,interrogate Vietcong prisoners.,destroy the natural cover used by the Vietcong guerrillas.,prevent the diseases carried by the insects of Vietnam.,D,베트남 주둔 미군은 주로 다음과 같은 목적으로 에이전트 오렌지를 사용했습니다.,베트콩이 사용하는 독극물의 영향을 막습니다.,정글에서의 위장 이동.,베트콩 포로를 심문합니다.,베트콩 게릴라가 사용하는 자연 엄폐물을 파괴합니다.,베트남의 곤충이 옮기는 질병을 예방하세요.
910,us_history,One of the major reasons for the development of political parties in the 1790s was that,Jefferson and Madison had developed a personal dislike for one another.,support for the French Revolution eroded Washington's power.,the Alien and Sedition Acts had reduced the number of immigrants entering the United States.,differences had developed concerning the interpretation of the Constitution.,The Articles of Confederation had created a weak central government.,D,1790년대에 정당이 발전한 주요 이유 중 하나는 다음과 같습니다.,제퍼슨과 매디슨은 서로를 개인적으로 싫어하는 사이였습니다.,프랑스 혁명에 대한 지지는 워싱턴의 권력을 약화시켰습니다.,외국인 및 선동 법으로 인해 미국으로 들어오는 이민자 수가 감소했습니다.,헌법의 해석을 둘러싸고 이견이 생겼습니다.,연방 헌법으로 인해 중앙 정부가 약해졌습니다.
911,us_history,Key components of Henry Clay's American system included,a strict interpretation of the Constitution and rapid western expansion.,high protective tariffs and internal improvements.,the development of Southern industry and Northern agriculture.,the elimination of export taxes and of the slave trade.,government ownership of railroads and canals.,B,헨리 클레이의 미국 시스템의 주요 구성 요소는 다음과 같습니다.,헌법에 대한 엄격한 해석과 급속한 서부 확장.,높은 보호 관세 및 내부 개선 사항.,남부 산업과 북부 농업의 발전.,수출세와 노예무역의 철폐를 위해 노력했습니다.,철도 및 운하의 정부 소유권.
912,us_history,Scalawag was a derogatory term used by,abolitionists to describe slave catchers in the 1850s.,whites in the South to describe other Southerners who cooperated with Reconstruction.,Republicans to describe Federalists who cooperated with the British during the War of 1812.,Westerners to describe white settlers who argued for fair treatment of Native Americans in the 1870s.,union members to describe workers who crossed a picket line during the labor conflicts of the Gilded Age.,B,스칼라웨그는 다음과 같은 사람들이 경멸적인 용어로 사용했습니다.,노예제 폐지론자들이 1850년대 노예 포수를 묘사하는 데 사용했습니다.,를 사용하여 재건에 협력한 남부 백인들을 묘사합니다.,공화주의자는 1812년 전쟁 당시 영국에 협력한 연방주의자들을 설명하는 용어입니다.,1870년대에 아메리카 원주민에 대한 공정한 대우를 주장한 백인 정착민을 가리키는 서양인.,노조원들은 금수저 시대 노동쟁의 당시 피켓 라인을 넘은 노동자들을 묘사하는 데 사용되었습니다.
913,us_history,José Marti and Emilio Aguinaldo are similar in that both,fought against U.S. forces in their respective countries.,served as governors of U.S. protectorates.,led nationalist movements in their respective countries.,signed treaties allowing the United States to have a military presence in their respective countries.,were leaders of the Organization of American States.,C,호세 마르티와 에밀리오 아기날도는 다음과 같은 점에서 비슷합니다.,각자의 나라에서 미군에 맞서 싸웠습니다.,미국 보호령의 주지사를 역임했습니다.,각자의 나라에서 민족주의 운동을 주도했습니다.,미국이 각국에 군사 주둔을 허용하는 조약에 서명했습니다.,는 미주기구의 지도자였습니다.
914,us_history,"In the 1908 Muller v. Oregon decision, the Supreme Court",upheld the use of the Sherman Antitrust Act to break up trusts.,forbade states from regulating railroad rates for routes between states.,held that worker-protection laws do not violate the constitutional rights of employers.,"upheld segregation laws, if both sets of facilities are equal to one another.",ruled that the government has the right to limit speech if a clear and present danger exists.,C,1908년 뮬러 대 오리건 판결에서 대법원은 다음과 같이 판결했습니다.,셔먼 반독점법을 사용하여 신탁을 해산하는 것을 지지했습니다.,주에서 주 간 노선에 대한 철도 요금을 규제하는 것을 금지했습니다.,는 근로자 보호법이 고용주의 헌법상 권리를 침해하지 않는다고 판결했습니다.,두 시설 세트가 서로 동등한 경우 분리법을 준수합니다.,는 명백하고 현존하는 위험이 존재하는 경우 정부가 언론을 제한할 권리가 있다고 판결했습니다.
915,us_history,The passage of the Emergency Quota Act in 1921 and the movement to prevent the teaching of evolution in public schools in the 1920s could best be seen as,conservative responses to social change.,Marxist responses to economic dislocation.,liberal responses to the rise of the Ku Klux Klan.,Democratic responses to the success of the Republican Party.,feminist responses to Victorian morality.,A,1921년 긴급 할당법 통과와 1920년대 공립학교에서 진화론을 가르치는 것을 막으려는 운동은 다음과 같이 가장 잘 볼 수 있습니다.,사회 변화에 대한 보수적인 대응.,경제적 탈구에 대한 마르크스주의적 대응.,쿠 클럭스 클랜의 부상에 대한 자유주의적 대응.,공화당의 성공에 대한 민주당의 반응.,빅토리아 시대의 도덕성에 대한 페미니스트의 반응.
916,us_history,"As the Civil Rights Movement shifted its focus to the North and issues of de facto segregation, which of the following became a central issue?",Separate lunch counters for African Americans and whites,Segregation in department store fitting rooms,Blacks and whites living in separate neighborhoods,Discrimination in waiting rooms in interstate bus stations,Requiring blacks and whites to use separate water fountains,C,민권 운동이 북쪽과 사실상의 분리 문제로 초점을 옮기면서 다음 중 중심 이슈가 된 것은 무엇인가요?,아프리카계 미국인과 백인을 위한 별도의 점심 식사 카운터,백화점 피팅룸의 분리,서로 다른 지역에 거주하는 흑인과 백인,시외 버스 정류장 대합실에서의 차별 행위,흑인과 백인이 별도의 식수대를 사용하도록 요구하기
917,us_history,The Supreme Court decisions Gideon v. Wainwright and Miranda v. Arizona are significant in that they,expanded the rights of people accused of crimes.,made participation in the political system easier for African Americans.,strengthened the separation of church and state.,established the principle of equal pay for equal work.,ensured free speech during wartime.,A,대법원 판결 기드온 대 웨인라이트 및 미란다 대 애리조나 판결은 다음과 같은 점에서 중요합니다.,범죄 피의자의 권리를 확대했습니다.,를 통해 아프리카계 미국인의 정치 시스템 참여가 더 쉬워졌습니다.,정교 분리를 강화했습니다.,동일 노동 동일 임금 원칙을 확립했습니다.,전시 중 언론의 자유를 보장했습니다.
918,us_history,President Jimmy Carter broke from previous U.S. administrations in foreign policy by,"promising to ""walk softly and carry a big stick"" in his dealings with Latin American nations.",vowing to halt communist expansion in Asia.,pursuing a policy of détente with the Soviet Union.,linking U.S. aid to foreign nations to improvements in human rights.,signing a new treaty with Panama extending U.S. control of the Canal Zone.,D,지미 카터 대통령은 다음과 같이 외교 정책에서 이전 미국 행정부와 차별화를 꾀했습니다.,"라틴 아메리카 국가들과의 거래에서 ""부드럽게 걷고 큰 막대기를 들고 다니겠다""고 약속했습니다.",아시아에서 공산주의의 팽창을 막겠다고 맹세했습니다.,소련과의 데탕트 정책을 추구했습니다.,외국에 대한 미국의 원조를 인권 개선과 연계합니다.,파나마와 운하 지대에 대한 미국의 통제권을 확대하는 새로운 조약에 서명했습니다.
919,us_history,All of the following were initiatives of Clinton administration except the,"Brady Gun Control Bill, which regulated handgun ownership.","Personal Responsibility and Work Opportunity Act, which reformed the welfare system.",Camp David Accords for peace between Israel and Egypt.,"commitment of 20,000 troops to Haiti to support President Bertrande Aristide.",Dayton Accords for a peace settlement in Serbia.,C,다음을 제외하고는 모두 클린턴 행정부의 이니셔티브였습니다.,권총 소유를 규제하는 브래디 총기 규제 법안.,복지 제도를 개혁한 개인 책임 및 근로 기회법.,이스라엘과 이집트 간의 평화를 위한 캠프 데이비드 협정.,"베르트랑드 아리스티드 대통령을 지원하기 위해 아이티에 20,000명의 병력을 파병하기로 약속했습니다.",세르비아의 평화 정착을 위한 데이턴 협정.
920,us_history,"Roger Williams, the founder of the colony of Rhode Island, supported the idea that",civil authority should be separated from church authority.,church leaders should be the leaders of the colonies.,the Native American population should be resettled to the West.,the theocracy that existed in Massachusetts Bay should be extended to other colonies.,women should enjoy equal rights with men.,A,로드아일랜드 식민지의 창시자인 로저 윌리엄스는 다음과 같은 생각을 지지했습니다.,시민 권위는 교회 권위와 분리되어야 합니다.,교회 지도자는 식민지의 지도자가 되어야 합니다.,아메리카 원주민을 서부로 재정착시켜야 한다고 주장합니다.,매사추세츠 베이에 존재했던 신정 체제를 다른 식민지로 확장해야 한다고 주장했습니다.,여성은 남성과 동등한 권리를 누려야 합니다.
921,us_history,President Andrew Jackson vetoed the Bank Recharter Bill because he,was a Democrat and it was a Whig measure.,disagreed with the Supreme Court decision in Marbury v. Madison.,believed that paper money was the most important element for economic success.,"was opposed to the bank's monopolistic power, calling it a ""monster.""",believed it was too late to bring up the question.,D,앤드류 잭슨 대통령은 다음과 같은 이유로 은행 재허가 법안에 거부권을 행사했습니다.,는 민주당 소속이었고 휘그당의 법안이었죠.,마버리 대 매디슨의 대법원 판결에 동의하지 않았습니다.,는 지폐가 경제적 성공을 위한 가장 중요한 요소라고 믿었습니다.,"는 은행의 독점적 권력을 ""괴물""이라고 부르며 반대했습니다.",문제를 제기하기에는 너무 늦었다고 생각했습니다.
922,us_history,"""The government, Sir, is the independent offspring of the popular will. It is not the creature of the state legislatures; nay more, if the whole truth must be told, the people brought it into existence, established it, and have hitherto supported it for the very purpose, amongst others, of imposing certain salutary restraints on state sovereignties …. The people, then, Sir, erected this government. They gave it a constitution, and in the constitution they have enumerated powers which they bestow on it."" From Daniel Webster's ""Second Reply to Hayne"" What argument was Daniel Webster responding to in the above passage?",The theory that the people were the source of power in the Constitution,The theory that the tariff was unconstitutional,The Compact Theory that the states were sovereign,The Theory of Perpetual Union that the union had existed before the Constitution,The theory that sovereignty rests in the general government,C,"""정부는 민의의 독립된 산물입니다. 그것은 주 의회의 피조물이 아니며, 더 나아가 모든 진실을 말해야 한다면 국민들이 이 정부를 존재하게 하고, 설립했으며, 무엇보다도 국가 주권에 어떤 유익한 제한을 가하는 바로 그 목적을 위해 지금까지 지지해 왔습니다. .... 국민 여러분, 국민들이 이 정부를 세웠습니다. 그들은 이 정부에 헌법을 부여했고, 그 헌법에는 그들이 부여한 권한이 열거되어 있습니다."" 다니엘 웹스터의 ""헤인에 대한 두 번째 답장"" 중에서 위의 구절에서 다니엘 웹스터는 어떤 주장에 대해 답하고 있었나요?",헌법에 명시된 권력의 원천이 국민이라는 이론은,관세가 위헌이라는 이론,국가가 주권자라는 콤팩트 이론,노조가 헌법 이전에 존재했다는 영구 노조 이론,주권이 일반 정부에 있다는 이론
923,us_history,"The Chinese Exclusion Act, passed in 1882, had the effect of",exempting China from participation in the League of Nations.,"dividing China into ""spheres of influence.""",banning most Chinese people from immigrating to the United States.,"establishing the ""open-door policy"" in regard to trade with China.",raising tariffs on goods from China.,C,1882년에 통과된 중국인 배제법은 다음과 같은 효과를 가져왔습니다.,중국의 국제연맹 참가를 면제합니다.,"중국을 ""영향력 있는 영역""으로 나누고 있습니다.",대부분의 중국인의 미국 이민을 금지하고 있습니다.,중국과의 무역과 관련하여 '개방 정책'을 수립했습니다.,중국산 제품에 대한 관세 인상.
924,us_history,The establishment of standard time zones occurred,at the time of the American Revolution to standardize measurements in the new nation.,in the 1880s to facilitate scheduling of railroad lines.,during World War I to coordinate the war effort better.,in the 1920s to allow for the coordination of nationally broadcast radio shows.,as part of the New Deal efforts at modernization.,B,표준 시간대 설정이 이루어졌습니다.,미국 독립 혁명 당시 새로운 국가의 도량형을 표준화하기 위해 사용되었습니다.,1880년대에 철도 노선의 스케줄링을 용이하게 하기 위해 개발되었습니다.,제1차 세계대전 중 전쟁을 더 잘 조율하기 위해서였습니다.,1920년대에 전국적으로 방송되는 라디오 쇼를 조정할 수 있게 되었습니다.,근대화를 위한 뉴딜 정책의 일환으로 추진되었습니다.
925,us_history,"Among the key components of President Theodore Roosevelt's ""Square Deal"" program were",a national bank and internal improvements.,unemployment insurance and relief for poor families.,opposition to U.S. imperialism and autonomy for Latin American nations.,regulation of trusts and consumer protection.,racial integration in public facilities and voting rights for African Americans.,D,"시어도어 루즈벨트 대통령의 ""스퀘어 딜"" 프로그램의 핵심 구성 요소는 다음과 같습니다.",국영 은행 및 내부 개선 사항.,실업 보험 및 빈곤 가정 구호.,미국 제국주의에 대한 반대와 라틴 아메리카 국가들의 자치권을 주장합니다.,신탁 및 소비자 보호 규정.,공공 시설에서의 인종 통합과 아프리카계 미국인의 투표권 보장에 대해 이야기합니다.
926,us_history,Black Tuesday is a significant day in U.S. history because it marks the beginning of,U.S. involvement in World War II in 1941.,the Depression of 1929.,the atomic age with the bombing of Hiroshima in 1945.,World War I in 1914.,the great blackout in New York City in 1976.,B,"블랙 화요일은 미국 역사상 중요한 날로, 다음과 같이 시작되는 날이기 때문입니다.",1941년 미국의 제2차 세계대전 참전.,1929년의 대공황.,1945년 히로시마 원폭 투하로 원자폭탄 시대가 열렸습니다.,1914년 제1차 세계대전.,1976년 뉴욕에서 발생한 대정전 사태를 떠올리게 합니다.
927,us_history,The increased membership in the NAACP and CORE during World War II resulted from the,discriminatory job practices against African Americans during World War II.,"Black Power movement, which had developed after World War I.",establishment of the Fair Employment Practices Commission.,addition of Mexicans and women to the workforce during World War II.,preference for Native American recruits over African American recruits during World War II.,A,제2차 세계대전 중 NAACP와 CORE의 회원 수가 증가한 이유는 다음과 같습니다.,제2차 세계대전 당시 흑인에 대한 차별적인 고용 관행.,제1차 세계대전 이후 발전한 흑인 인권 운동.,공정 고용 관행 위원회 설립.,2차 세계대전 중 멕시코인과 여성을 노동력에 추가했습니다.,제2차 세계대전 당시 흑인 신병보다 아메리카 원주민 신병을 선호했습니다.
928,us_history,The main goal of the Marshall Plan was to,rebuild European economies with a recovery program.,assist the agricultural economies of Latin America.,give aid to those communist nations that agreed to adopt democracy.,provide military aid to South Vietnam.,"place Japan under a ""nuclear umbrella.""",A,마셜 플랜의 주요 목표는 다음과 같습니다.,회복 프로그램을 통해 유럽 경제를 재건합니다.,라틴 아메리카의 농업 경제를 지원합니다.,민주주의를 채택하기로 동의한 공산주의 국가에 원조를 제공해야 합니다.,남베트남에 군사 지원을 제공합니다.,"일본을 ""핵우산"" 아래에 두는 것입니다."
929,us_history,Two significant events that occurred during the administration of Ronald Reagan were,the removal of the Berlin Wall and the break-up of the Soviet Union.,the Camp David Accords and Declaration of Human Rights.,Watergate scandal and the overture to China.,the end of the Iran hostage crisis and the invasion of Grenada.,War on Poverty and the first major escalation of the Vietnam War.,D,로널드 레이건 행정부 시절에 발생한 두 가지 중요한 사건은 다음과 같습니다.,베를린 장벽 철거와 소련 해체를 기념하는 날입니다.,캠프 데이비드 협정 및 인권 선언문.,워터게이트 스캔들과 중국 진출 서곡.,이란 인질 사태와 그레나다 침공이 끝났을 때입니다.,빈곤과의 전쟁과 베트남 전쟁의 첫 번째 대규모 확전.
930,us_history,Which of the following contributed to the economic development of the colonies during the 1600s? I.  The addition of slavery as a source of labor II.  The growth of trade and commerce due to good harbors and an extensive river system III.  The British policy of salutary neglect IV.  The development of universal manhood suffrage V.  The Great Awakening,"I, II, III, IV, and V","I, II, and III","I, II, and V","III, IV, and V","I, III, and V",B,다음 중 1600년대 식민지의 경제 발전에 기여한 것은? I. 노동력 공급원으로서 노예제도의 추가 II.  좋은 항구와 광범위한 하천 시스템으로 인한 무역과 상업의 성장 III.  영국의 방임 정책 IV.  보편적인 남성 참정권의 발전 V. 대각성 운동,"I, II, III, IV, V","I, II, III","I, II, V","III, IV, V","I, III, V"
932,us_history,"In the post-Reconstruction South, the economic arrangement known as sharecropping involved",groups of freed African American laborers working for wages on large plantations.,agricultural workers signing contracts that bound them to a particular plantation for a period of time.,former slaves being granted ownership rights to tracts of land that had previously been owned by slaveholders.,landowners dividing up their land and allowing growers to use plots of land in exchange for a portion of the yearly yield.,the gradual transition from a purely cash-crop agricultural economy to a mixed economy of farming and manufacturing.,D,재건 후 남부에서 소작으로 알려진 경제 방식은 다음과 같습니다.,대규모 농장에서 임금을 받고 일하는 해방된 아프리카계 미국인 노동자들의 그룹입니다.,농업 노동자들이 특정 농장에 일정 기간 묶여 있는 계약에 서명하는 경우.,노예 소유주가 소유하고 있던 토지에 대한 소유권을 이전 노예에게 부여하는 것입니다.,토지 소유자가 토지를 분할하여 재배자에게 연간 수확량의 일부를 대가로 토지를 사용할 수 있도록 허용하는 것입니다.,순수 현금 작물 위주의 농업 경제에서 농업과 제조업이 혼합된 경제로 점진적으로 전환하고 있습니다.
933,us_history,The Mugwumps were Republican leaders who left the Republican Party in 1884 and supported the Democratic Party because they were,angry with the Republican Party for not taking a stand against the spread of Jim Crow policies in the Southern states.,offered cabinet positions if the Democrat Grover Cleveland won the presidential election.,disappointed with the Republican presidential candidate's history of corruption.,weary of the Republican Party's opposition to immigration.,disgusted with the violence that had been done to the Native Americans of the Great Plains.,C,머검프는 1884년 공화당을 탈당하고 민주당을 지지한 공화당 지도자들로 다음과 같은 이유로 지지했습니다.,남부 주에서 짐 크로우 정책의 확산에 반대하는 입장을 취하지 않은 공화당에 분노했습니다.,민주당 그로버 클리블랜드 후보가 대선에서 승리하면 내각직을 제안했습니다.,공화당 대선 후보의 부패 전과에 실망했습니다.,이민에 반대하는 공화당에 지쳤습니다.,대평원의 아메리카 원주민에게 가해진 폭력에 혐오감을 느꼈습니다.
934,us_history,The Social Security Act of 1935 was important in that it,offered direct relief to eligible unemployed and disabled individuals.,reformed the existing federal unemployment insurance system.,created a new agency to monitor investment in the securities industry.,provided relief for businesses in financial trouble as a result of the Depression.,succeeded in relieving the problems of the banking system.,A,1935년의 사회보장법은 다음과 같은 점에서 중요했습니다.,자격을 갖춘 실업자 및 장애인에게 직접 구제를 제공했습니다.,기존 연방 실업 보험 시스템을 개혁했습니다.,증권 업계에 대한 투자를 모니터링하는 새로운 기관을 만들었습니다.,는 대공황으로 인해 재정적 어려움에 처한 기업들을 구제했습니다.,은행 시스템의 문제를 완화하는 데 성공했습니다.
935,us_history,All of the following are reasons for the anti-immigrant sentiment that resulted in the quota system of the 1920s EXCEPT,the demand for unskilled labor in American factories decreased as World War I ended.,many Americans perceived that anarchists and socialists were immigrating from Europe and contributing to social unrest in the United States.,"racist ideas that held Jews, Slavs, and Italians as inferior gained credence in the United States.",some Protestants feared that the United States would change for the worse because of the influx of Catholics and Jews.,"immigrants often took positions as indentured servants, which undermined the earning potential of American wage workers.",E,1920년대 이민자 쿼터제가 생겨난 반이민 정서의 원인은 다음을 제외하고 모두 다음과 같습니다.,제1차 세계대전이 끝나면서 미국 공장의 비숙련 노동 수요가 감소했습니다.,많은 미국인들은 아나키스트와 사회주의자들이 유럽에서 이민 와서 미국의 사회 불안을 야기한다고 인식했습니다.,"유대인, 슬라브인, 이탈리아인을 열등한 존재로 여기는 인종 차별적 사상이 미국에서 신빙성을 얻었습니다.",일부 개신교도들은 가톨릭과 유대인의 유입으로 인해 미국이 더 나빠질 것이라고 우려했습니다.,이민자들은 종종 계약직 하인으로 일하면서 미국 임금 노동자들의 소득 잠재력을 약화시켰습니다.
936,us_history,"As a result of the Proclamation of Neutrality issued by the United States in 1939, the United States",favored the Axis powers.,"established a ""cash-and-carry"" system of trade with belligerent nations.",withdrew from the League of Nations.,was criticized by the Allies and Axis powers alike.,joined the European powers in appeasing Germany.,B,"1939년 미국이 발표한 중립성 선언의 결과, 미국은",는 추축국 세력을 선호했습니다.,교전국과의 '현금 및 운반' 무역 시스템을 구축했습니다.,국제 연맹에서 탈퇴했습니다.,는 연합군과 추축국 모두에게 비판을 받았습니다.,독일을 달래기 위해 유럽 열강에 합류했습니다.
937,us_history,The immediate cause of U.S. military involvement in the Korean peninsula in 1950 was the,"crossing of the Yalu River by the Chinese ""volunteers.""",Japanese invasion of Manchuria.,creation of the DMZ (demilitarized zone) along the 38th parallel.,acquisition of a nuclear weapons by North Korea.,attack by North Korea on South Korea.,E,1950년 미군이 한반도에 개입하게 된 직접적인 원인은 다음과 같습니다.,"중국 ""자원 봉사자""의 압록강 횡단.",일본의 만주 침략.,38도선을 따라 비무장지대(DMZ)를 만들었습니다.,북한의 핵무기 획득을 막아야 합니다.,북한의 남한에 대한 공격.
938,us_history,"As a result of President Truman's insistence that the Democratic Party include a civil rights plank in its 1948 platform,","substantial numbers of white voters abandoned the Democratic Party, allowing the Republican Party to win the general election that November.",Congress passed the Civil Rights Act and the Voting Rights Act within the next four years.,"African American activists, encouraged that civil rights were becoming part of the national debate, founded the National Association for the Advancement of Colored People.",Martin Luther King Jr. was encouraged to organize the March on Washington.,"many Southern Democrats, or Dixiecrats, left the Democratic convention and formed the States' Rights Democratic Party.",E,"트루먼 대통령이 1948년 민주당 강령에 민권 강령을 포함할 것을 주장한 결과입니다,",상당수의 백인 유권자들이 민주당을 버리고 공화당이 그해 11월 총선에서 승리할 수 있었습니다.,의회는 향후 4년 이내에 민권법 및 투표권법을 통과시켰습니다.,시민권 문제가 전국적인 논쟁의 일부가 된 것에 고무된 흑인 운동가들은 전국 유색인종 발전 협회를 설립했습니다.,마틴 루터 킹 주니어는 워싱턴 행진을 조직하도록 격려받았습니다.,"많은 남부 민주당원, 즉 딕시크랫이 민주당 전당대회를 탈퇴하고 주 권리 민주당을 결성했습니다."
939,us_history,The Pentagon Papers contained information on all of the following presidents EXCEPT,Dwight D. Eisenhower.,Richard Nixon.,Lyndon Johnson.,Jimmy Carter.,John Kennedy.,D,펜타곤 페이퍼에는 다음을 제외한 모든 대통령에 대한 정보가 포함되어 있습니다.,드와이트 D. 아이젠하워.,리처드 닉슨.,린든 존슨.,지미 카터.,존 케네디.
940,us_history,"Columbus, Magellan, and Balboa were similar in that",their voyages were all sponsored by the Spanish government.,they sailed across the Pacific Ocean.,they were killed by native inhabitants of North America.,they accumulated great personal wealth as a result of their explorations.,they found an all-water route to the East.,A,"콜럼버스, 마젤란, 발보아는 다음과 같은 점에서 비슷했습니다.",그들의 항해는 모두 스페인 정부의 후원을 받았습니다.,태평양을 가로질러 항해했습니다.,북미 원주민에 의해 살해당했습니다.,탐험의 결과로 엄청난 개인적 부를 축적했습니다.,동쪽으로 향하는 모든 수로를 발견했습니다.
941,us_history,The delegates at the Constitutional Convention agreed that,Congress would not interfere with the importation of slaves for 20 years.,an import duty could not be placed on slaves brought into the United States.,the government was not permitted to tax imports.,slaves were to be counted as three-fifths of a person for the purposes of representation but not for the purposes of taxation.,slavery was not to be prohibited in any territory acquired by the United States in the future.,A,제헌 대회에 참석한 대표자들은 다음과 같이 합의했습니다.,의회는 20년간 노예 수입에 간섭하지 않았습니다.,미국으로 반입되는 노예에 대해 수입 관세를 부과할 수 없었습니다.,정부는 수입품에 세금을 부과할 수 없었습니다.,노예는 대표의 목적으로는 5분의 3으로 계산되지만 과세의 목적으로는 계산되지 않았습니다.,향후 미국이 획득하는 어떤 영토에서도 노예제도를 금지하지 않기로 했습니다.
942,us_history,"""The manhood of the slave is conceded. It is admitted in the fact that Southern statute books are covered with enactments forbidding, under severe fines and penalties, the teaching of the slave to read or to write."" -Frederick Douglass, 1852 Why did Douglass point out that there were laws against teaching slaves to read?",To show that the Southern statute books were unfair,"To show that since only humans can read, slaves were human",To warn slaves that they were in danger of fines and penalties if they learned to read,To concede that the Southerners had control of the slaves,To show that the laws would not be obeyed,B,"""노예의 남성성은 인정됩니다. 남부의 법령집에는 노예에게 읽기와 쓰기를 가르치는 것을 엄중한 벌금과 형벌로 금지하는 법이 제정되어 있다는 사실이 인정되고 있습니다."" -프레드릭 더글러스, 1852년 더글래스는 왜 노예에게 글을 가르치는 것을 금지하는 법이 있다고 지적했을까요?",남부의 법령집이 불공평하다는 것을 보여주기 위해,인간만이 글을 읽을 수 있기 때문에 노예는 인간이었다는 것을 보여주기 위해,노예들에게 글을 배우면 벌금과 처벌을 받을 위험이 있다고 경고하기 위해,남부인들이 노예를 통제하고 있다는 것을 인정하려면,법을 지키지 않을 것임을 보여주기 위해
943,us_history,All of the following are considered factors in the collapse of Reconstruction in the 1870s EXCEPT,many Northerners simply lost interest in the issues and problems of the South.,a compromise following the disputed election of 1876 committed the Republican Party to withdrawing the last troops from the South.,"the South had largely complied with the goals of Reconstruction, and the Radical Republicans felt satisfied that fairness and equality would exist in the South.",the Democrats in the South grew increasingly aggressive in asserting their right to run the governments of the Southern states.,"many of the leading Radical Republicans, who had guided Congressional Reconstruction, had died by the 1870s.",C,다음을 제외한 모든 항목은 1870년대 재건 붕괴의 요인으로 간주됩니다.,많은 북쪽 사람들은 남쪽의 문제와 이슈에 관심을 잃었습니다.,1876년 논란 끝에 타협을 통해 공화당은 남부에서 마지막 군대를 철수하기로 약속했습니다.,"남부는 재건의 목표에 대체로 부합했고, 급진 공화당은 남부에 공정과 평등이 존재할 것이라는 데 만족했습니다.",남부의 민주당은 남부 주 정부를 운영할 권리를 주장하는 데 점점 더 공격적으로 나섰습니다.,의회 재건을 이끌었던 많은 급진 공화당원들이 1870년대에 이미 사망했습니다.
944,us_history,"The Bessemer process, which was important in the industrial growth of the United States in the second half of the 19th century, involved",using time-and-motion studies to streamline production and eliminate inefficiencies.,moving a product from worker to worker by a conveyor belt as it is being manufactured.,injecting air into molten iron to remove carbon and produce steel inexpensively.,connecting the various sites of an operation by telegraph wires to facilitate communication.,mass-producing interchangeable parts to decrease dependence on skilled craftspeople.,C,19세기 후반 미국의 산업 성장에 중요한 역할을 했던 베세머 공정은 다음과 같은 과정을 거쳤습니다.,시간 및 동작 연구를 사용하여 생산을 간소화하고 비효율성을 제거합니다.,제품이 제조되는 동안 컨베이어 벨트를 통해 작업자 사이에서 작업자 사이로 이동합니다.,용철에 공기를 주입하여 탄소를 제거하고 저렴하게 강철을 생산합니다.,통신을 원활하게 하기 위해 작전의 여러 현장을 전신선으로 연결합니다.,교체 가능한 부품을 대량 생산하여 숙련된 장인에 대한 의존도를 줄입니다.
945,us_history,"Railroads challenged several of the ""Granger laws"" in court, claiming that they were unconstitutional. The Supreme Court rejected this claim in Munn v. Illinois on the grounds that",regulating business activities for the public good is a legitimate power of the states.,criticizing corporate activities is protected by the 1st Amendment.,the principle of eminent domain should only be applied if an overriding public need is involved.,"railroad companies were not considered ""citizens"" and only citizens can initiate lawsuits.",contracts between the states and individuals or corporations are binding.,A,철도청은 여러 '그레인저 법'이 위헌이라고 주장하며 법정에서 이의를 제기했습니다. 대법원은 다음과 같은 이유로 Munn 대 일리노이 주에서 이 주장을 기각했습니다.,공익을 위해 기업 활동을 규제하는 것은 국가의 정당한 권한입니다.,기업 활동을 비판하는 것은 수정헌법 제1조에 의해 보호됩니다.,저명 영역의 원칙은 최우선적인 공공의 필요가 관련된 경우에만 적용되어야 합니다.,철도 회사는 '시민'으로 간주되지 않으며 시민만 소송을 제기할 수 있습니다.,주와 개인 또는 기업 간의 계약은 구속력이 있습니다.
947,us_history,All of the following events contributed to Cold War tensions EXCEPT the,rejection of the Treaty of Versailles by the isolationist Senate.,U.S. airlift of food to the citizens of Berlin.,massive economic support for Western Europe through the Marshall Plan.,united support of the Greek monarchy in 1947.,the establishment of the defensive North Atlantic Treaty Organization.,A,다음 중 다음을 제외한 모든 사건이 냉전적 긴장에 기여했습니다.,고립주의 상원의 베르사유 조약 거부.,베를린 시민들에게 식량을 공수한 미국.,마셜 플랜을 통해 서유럽에 대규모 경제 지원을 제공했습니다.,1947년 그리스 군주제에 대한 단결된 지지.,방어적인 북대서양 조약기구의 설립에 기여했습니다.
948,us_history,"Napalm, a focus of antiwar protests during the Vietnam War, was","an explosive weapon that divided into parts, killing many people.",a nerve gas that paralyzed the enemy.,a drug used to interrogate prisoners.,a weapon that burst into flames after adhering to its victim.,a class of biological weapons that caused rare diseases.,D,베트남 전쟁 당시 반전 시위의 중심이었던 네이팜탄은,폭발성 무기가 여러 부분으로 나뉘어 많은 사람을 죽였습니다.,적을 마비시키는 신경 가스입니다.,죄수를 심문하는 데 사용되는 약물입니다.,희생자에게 달라붙은 후 화염을 뿜어내는 무기입니다.,희귀병을 유발하는 생물학적 무기의 일종입니다.
